sample_id,time_step,target,Open,High,Low,Close,Volume,returns,sma_5,sma_20,rsi,volume_z
0,0,,50.096469472210146,50.48723796925796,49.19300270316688,49.91457748413086,565747000.0,-0.009224682080233304,49.57458267211914,45.735144424438474,86.45786392857508,1.592362562381048
0,1,,49.82263401876184,50.305347385214155,47.66190506313219,48.68730163574219,899420000.0,-0.024587523530152144,49.54020233154297,46.081789588928224,74.81885364257127,3.7458852510217966
0,2,,48.44145141892708,48.89218598438888,47.71687617098167,47.747859954833984,294645000.0,-0.019295414807267597,49.19960250854492,46.454070281982425,63.94275826654383,-0.1573274273270921
0,3,,47.77184390637924,48.50141346161061,47.62393227136599,48.213584899902344,395662000.0,0.009753839135594689,48.98852691650391,46.8409423828125,62.897299510048065,0.49463542683977935
0,4,,48.20758404305151,48.2945345904846,47.44503304136884,47.79282760620117,401491000.0,-0.008726944793147395,48.47123031616211,47.17374591827392,59.448936819215795,0.5322557429938791
0,5,,48.35050619942494,48.73328003145955,47.83181088593398,48.11164474487305,382005000.0,0.006670815572973332,48.110643768310545,47.54152908325195,58.17829210595466,0.40649326562575633
0,6,,47.99570985279465,48.08166154319405,46.3946561295748,46.74245071411133,526247000.0,-0.02845868267489704,47.721673583984376,47.76364803314209,49.14834754383198,1.3374299001599226
0,7,,46.49759696256461,47.172198605670886,46.15979480379712,46.73745346069336,369317000.0,-0.00010691038534826891,47.51959228515625,47.9265022277832,41.4561898795096,0.3246050221254617
0,8,,46.04985981674189,46.04985981674189,44.98348694921652,45.483192443847656,437543000.0,-0.02683631486042659,46.973513793945315,47.95173740386963,34.69188420988492,0.7649350427001073
0,9,,45.44321631785002,46.57664693505586,45.24831433854384,46.542667388916016,371718000.0,0.02329376827223295,46.72348175048828,47.992668342590335,34.8464381822877,0.34010105559363696
0,10,,47.19133394813323,47.363248618844615,45.38923628677336,45.48019027709961,380590000.0,-0.022828023648456153,46.197190856933595,47.97028121948242,33.864936047461754,0.39736086772593626
0,11,,45.67709625491712,46.605631500937335,45.58114369836872,46.57264709472656,350823000.0,0.02402049795682215,46.16323013305664,47.97158508300781,36.88361147864783,0.20524490427438594
0,12,,46.57164649877913,47.71707199991906,46.526667071393376,47.4821891784668,359224000.0,0.01952953376024058,46.31217727661133,47.9995777130127,42.36383868947307,0.2594648864343777
0,13,0.009043917405150426,47.46719926720655,47.50717632201845,45.80703244000096,46.60363006591797,509728000.0,-0.0185029192577173,46.53626480102539,47.91443271636963,33.53773708265085,1.230816415419903
1,0,,49.82263401876184,50.305347385214155,47.66190506313219,48.68730163574219,899420000.0,-0.024587523530152144,49.54020233154297,46.081789588928224,74.81885364257127,3.7458852510217966
1,1,,48.44145141892708,48.89218598438888,47.71687617098167,47.747859954833984,294645000.0,-0.019295414807267597,49.19960250854492,46.454070281982425,63.94275826654383,-0.1573274273270921
1,2,,47.77184390637924,48.50141346161061,47.62393227136599,48.213584899902344,395662000.0,0.009753839135594689,48.98852691650391,46.8409423828125,62.897299510048065,0.49463542683977935
1,3,,48.20758404305151,48.2945345904846,47.44503304136884,47.79282760620117,401491000.0,-0.008726944793147395,48.47123031616211,47.17374591827392,59.448936819215795,0.5322557429938791
1,4,,48.35050619942494,48.73328003145955,47.83181088593398,48.11164474487305,382005000.0,0.006670815572973332,48.110643768310545,47.54152908325195,58.17829210595466,0.40649326562575633
1,5,,47.99570985279465,48.08166154319405,46.3946561295748,46.74245071411133,526247000.0,-0.02845868267489704,47.721673583984376,47.76364803314209,49.14834754383198,1.3374299001599226
1,6,,46.49759696256461,47.172198605670886,46.15979480379712,46.73745346069336,369317000.0,-0.00010691038534826891,47.51959228515625,47.9265022277832,41.4561898795096,0.3246050221254617
1,7,,46.04985981674189,46.04985981674189,44.98348694921652,45.483192443847656,437543000.0,-0.02683631486042659,46.973513793945315,47.95173740386963,34.69188420988492,0.7649350427001073
1,8,,45.44321631785002,46.57664693505586,45.24831433854384,46.542667388916016,371718000.0,0.02329376827223295,46.72348175048828,47.992668342590335,34.8464381822877,0.34010105559363696
1,9,,47.19133394813323,47.363248618844615,45.38923628677336,45.48019027709961,380590000.0,-0.022828023648456153,46.197190856933595,47.97028121948242,33.864936047461754,0.39736086772593626
1,10,,45.67709625491712,46.605631500937335,45.58114369836872,46.57264709472656,350823000.0,0.02402049795682215,46.16323013305664,47.97158508300781,36.88361147864783,0.20524490427438594
1,11,,46.57164649877913,47.71707199991906,46.526667071393376,47.4821891784668,359224000.0,0.01952953376024058,46.31217727661133,47.9995777130127,42.36383868947307,0.2594648864343777
1,12,,47.46719926720655,47.50717632201845,45.80703244000096,46.60363006591797,509728000.0,-0.0185029192577173,46.53626480102539,47.91443271636963,33.53773708265085,1.230816415419903
1,13,0.005448240524509318,46.02292129903264,47.642108221332236,46.02292129903264,47.633113861083984,372387000.0,0.022090206142952207,46.754354095458986,47.866520690917966,40.51950147477181,0.3444187758727745
2,0,,48.44145141892708,48.89218598438888,47.71687617098167,47.747859954833984,294645000.0,-0.019295414807267597,49.19960250854492,46.454070281982425,63.94275826654383,-0.1573274273270921
2,1,,47.77184390637924,48.50141346161061,47.62393227136599,48.213584899902344,395662000.0,0.009753839135594689,48.98852691650391,46.8409423828125,62.897299510048065,0.49463542683977935
2,2,,48.20758404305151,48.2945345904846,47.44503304136884,47.79282760620117,401491000.0,-0.008726944793147395,48.47123031616211,47.17374591827392,59.448936819215795,0.5322557429938791
2,3,,48.35050619942494,48.73328003145955,47.83181088593398,48.11164474487305,382005000.0,0.006670815572973332,48.110643768310545,47.54152908325195,58.17829210595466,0.40649326562575633
2,4,,47.99570985279465,48.08166154319405,46.3946561295748,46.74245071411133,526247000.0,-0.02845868267489704,47.721673583984376,47.76364803314209,49.14834754383198,1.3374299001599226
2,5,,46.49759696256461,47.172198605670886,46.15979480379712,46.73745346069336,369317000.0,-0.00010691038534826891,47.51959228515625,47.9265022277832,41.4561898795096,0.3246050221254617
